1,0.388509,0.000000
2,0.374562,0.000000
3,0.287243,0.000000
4,0.494973,0.000000
5,0.540525,0.000000
6,0.524680,0.000000
7,0.507843,0.000000
8,0.612377,0.000000
9,0.620234,0.000000
10,0.577810,0.000000
11,0.564348,0.000000
12,0.608670,0.000000
13,0.585660,0.000000
14,0.632630,0.000000
15,0.530810,0.000000
16,0.581864,0.000000
17,0.618980,0.000000
18,0.620494,0.000000
19,0.647029,0.000000
20,0.603997,0.000000
21,0.650029,0.000000
22,0.564788,0.000000
23,0.629208,0.000000
24,0.645596,0.000000
25,0.637395,0.000000
26,0.518050,0.000000
27,0.590065,0.000000
28,0.631654,0.000000
29,0.657009,0.000000
30,0.642713,0.000000
31,0.650484,0.000000
32,0.649091,0.000000
33,0.654238,0.000000  ***
34,0.631919,0.000000
35,0.604118,0.000000  ---
