1,0.550884,0.000000
2,0.584216,0.000000
3,0.609766,0.000000
4,0.651890,0.000000
5,0.646223,0.000000
6,0.635014,0.000000
7,0.570817,0.000000
8,0.675339,0.000000
9,0.657754,0.000000
10,0.664483,0.000000
11,0.676871,0.000000
12,0.692121,0.000000
13,0.660131,0.000000
14,0.651440,0.000000
15,0.655642,0.000000
16,0.690465,0.000000
17,0.680458,0.000000
18,0.682379,0.000000
19,0.689178,0.000000
20,0.697002,0.000000
21,0.705542,0.000000
22,0.637606,0.000000
23,0.685368,0.000000
24,0.686572,0.000000
25,0.699237,0.000000
26,0.693382,0.000000
27,0.678932,0.000000
28,0.701091,0.000000
29,0.688918,0.000000
30,0.695322,0.000000
31,0.692971,0.000000
32,0.685960,0.000000
33,0.691401,0.000000
34,0.688303,0.000000
35,0.704430,0.000000
33,0.691401,0.000000
34,0.688303,0.000000
35,0.704430,0.000000
36,0.688995,0.000000
37,0.706793,0.000000
38,0.705931,0.000000
39,0.707550,0.000000
40,0.705680,0.000000
41,0.699367,0.000000
42,0.691909,0.000000
43,0.717108,0.000000 ###
44,0.694796,0.000000
45,0.695058,0.000000
46,0.706271,0.000000
47,0.696260,0.000000
48,0.704305,0.000000
49,0.694645,0.000000
50,0.706084,0.000000
51,0.707895,0.000000
52,0.708140,0.000000
53,0.696578,0.000000
54,0.706816,0.000000
55,0.705498,0.000000
56,0.698416,0.000000
57,0.694971,0.000000
58,0.697252,0.000000
59,0.702716,0.000000
60,0.697138,0.000000
61,0.708047,0.000000
62,0.694330,0.000000 
63,0.692891,0.000000
64,0.698150,0.000000
65,0.705445,0.000000
66,0.704181,0.000000
67,0.687814,0.000000
68,0.711008,0.000000
69,0.707622,0.000000
70,0.697914,0.000000
71,0.705156,0.000000
72,0.697976,0.000000  -----
